,0.01,0.1,1.0,10.0,100.0
0,1.03593360471627,1.3821828954448687,7.639421801253103,11.999285070532574,0.0
1,1.0448348523453106,1.4843031583524198,11.190361686800495,16.999545992450837,17.0
2,1.0497985028557224,1.583121559730528,7.568760596680139,9.999727576971054,0.0
3,1.044867880941439,1.5119074378277189,9.085361091716507,15.999636739750196,16.0
4,1.044867880941439,1.5119074378277189,9.085361091716507,15.999636739750196,16.0
5,1.0386109816510185,1.420074993918504,12.46868590914804,0.0,0.0
6,1.0496206695220849,1.5443533388016313,9.877703993536592,-4.800581097602844,0.0
7,1.0579994358177878,1.6990807475484289,10.328919904940813,-5.183528977334137e+21,1.4035922178528e+217
8,1.050991529776141,1.5875232232482674,10.919577183420541,16.999455273151398,0.0
9,1.0501348193467024,1.7192504686990446,14.32292893205192,20.99936443567276,0.0
10,1.0367834103245102,1.447770209370569,6.483897188663781,7.874981835633662,-1.4784644279988669e+44
11,1.0367834103245102,1.447770209370569,6.483897188663781,7.874981835633662,-1.4784644279988669e+44
12,1.0438322124629593,1.5477641747534718,7.238671832026405,9.999818444252014,0.0
13,1.049104510281559,1.4620304005101383,4.127143452230721,13.998660776524805,3.7200759760208555e-44
14,1.0571773794445534,1.6742895870733712,4.981828641223469,13.998660776524805,3.7200759760208555e-44
15,1.0571773794445534,1.6742895870733712,4.981828641223469,13.998660776524805,3.7200759760208555e-44
16,1.0464972420834897,1.3945620961897829,9.738002296997688,12.999182808471446,3.0
17,1.0749432662266258,1.42178529282296,12.972432477275222,11.999455382770975,4.7834685538334344e+244
18,1.0367075396494556,1.4647080473874627,9.5918387598327,16.998728953596583,5.376234283632243e+43
19,1.0470011611003507,1.5736826225699545,9.405920159298882,20.998910307884216,0.0
20,1.0479387391675488,1.5984905700973808,7.171725579117143,9.999727621032399,10.0
21,1.0405744466718403,1.4667045284232954,8.784270537214413,20.99881952703803,1.4035922178528003e+217
22,1.0636936483544304,1.6966657735853996,12.861607743053355,-9.903520314283042e+27,3.773020300929819e+260
23,1.0069215199584107,1.8788467656995804,15.724320510844812,0.0,0.0
24,1.156208649857092,1.5286811307960217,7.034305020399895,0.0,0.0
25,1.0432786232422835,1.4839150329093265,26.38129805648785,10.999636788204953,0.0
26,0.8950917450656277,2.100297220487877,98.1857608119279,6.000817070995271,5.9999999999999964
27,1.0411465908248285,1.353351403946586,7.445716463267548,13.921676935036436,4.357142857142858
28,1.0349742273521656,1.3483867535353795,5.432208087553125,12.99954614988304,4.357142857142858
29,1.0330366253393066,1.3000080153359637,4.663761782355183,6.922720195118186,6.923076923076923
30,1.0363973078039024,1.4120759242179304,8.151223938097498,15.999091923236847,7.06336870996809e+129
31,1.0591280802337195,1.4275204899320713,7.501472807190499,17.998456287423323,0.0
32,1.036374524525904,1.3923634944821757,8.764490581791184,18.664860904216766,0.0
33,1.0500669578441233,1.5512739415543768,13.419366496669292,20.99981838464737,0.0
