0.01,0.05,0.1,0.5,1.0,5.0,10.0,25.0,50.0,75.0,100.0
1.0491,1.2392,1.462,6.1796,4.1271,13.802,13.999,16,1.9287e-22,2.6786e-33,3.7201e-44
1.0366,1.1857,1.3268,3.7487,12.233,13.66,13.998,-1.0486e+06,1.4855e+28,4.6768e+49,1.1043e+71
0.89509,4.0849,2.1003,3.2086,98.186,6.1186,6.0008,6,6,6,6
1.0547,1.2622,1.5052,2.4149,-11.742,9.9463,9.9996,10,9.5,7.2058e+16,4.9518e+27
1.0285,1.1454,1.296,2.4025,4.1939,9.7614,9.9984,10,10,10,10
1.0618,1.2936,1.5969,4.0127,5.7795,9.9858,11,11,11,11,11
